"pub_year","country_name","patent_count","country_yearly_relative_position"
2017,"Belgium",89,"High-med tech development"
2017,"Bulgaria",2,"Low tech development"
2017,"Brazil",3712,"High tech development"
2017,"Canada",4028,"High tech development"
2017,"Switzerland",61,"High-med tech development"
2017,"Chile",53,"High-med tech development"
2017,"China",153392,"High tech development"
2017,"Colombia",31,"Low-med tech development"
2017,"Costa Rica",3,"Low tech development"
2017,"Cyprus",19,"Low-med tech development"
2017,"Czechia",14,"Low-med tech development"
2017,"Denmark",265,"High-med tech development"
2017,"Dominican Republic",5,"Low tech development"
2017,NA,61,"High-med tech development"
2017,"Ecuador",4,"Low tech development"
2017,"Estonia",1,"Low tech development"
2017,NA,24939,"High tech development"
2017,"Spain",843,"High tech development"
2017,"Finland",44,"Low-med tech development"
2017,"Georgia",2,"Low tech development"
2017,"Greece",21,"Low-med tech development"
2017,"Guatemala",1,"Low tech development"
2017,"Hong Kong SAR China",584,"High tech development"
2017,"Croatia",22,"Low-med tech development"
2017,"Hungary",102,"High-med tech development"
2017,"Ireland",13,"Low-med tech development"
2017,"Israel",641,"High tech development"
2017,"India",2,"Low tech development"
2017,"Italy",398,"High-med tech development"
2017,"Jordan",1,"Low tech development"
2017,"Japan",23359,"High tech development"
2017,"South Korea",25779,"High tech development"
2017,"Lithuania",37,"Low-med tech development"
2017,"Luxembourg",30,"Low-med tech development"
2017,"Morocco",21,"Low-med tech development"
2017,"Moldova",1,"Low tech development"
2017,"Montenegro",1,"Low tech development"
2017,"Mexico",994,"High tech development"
2017,"Malaysia",173,"High-med tech development"
2017,"Netherlands",136,"High-med tech development"
2017,"Norway",97,"High-med tech development"
2017,"New Zealand",42,"Low-med tech development"
2017,"Peru",19,"Low-med tech development"
2017,"Philippines",109,"High-med tech development"
2017,"Poland",198,"High-med tech development"
2017,"Portugal",101,"High-med tech development"
2017,"Romania",7,"Low tech development"
2017,"Serbia",16,"Low-med tech development"
2017,"Russia",2823,"High tech development"
2017,"Saudi Arabia",8,"Low-med tech development"
2017,"Sweden",116,"High-med tech development"
2017,"Singapore",920,"High tech development"
2017,"Slovenia",31,"Low-med tech development"
2017,"Slovakia",6,"Low tech development"
2017,"San Marino",5,"Low tech development"
2017,"Tunisia",5,"Low tech development"
2017,"Turkey",47,"Low-med tech development"
2017,"Taiwan",7354,"High tech development"
2017,"Ukraine",19,"Low-med tech development"
2017,"United States",111900,"High tech development"
2017,"Uruguay",4,"Low tech development"
2017,NA,25165,"High tech development"
2017,"South Africa",119,"High-med tech development"
2018,"Argentina",40,"Low-med tech development"
2018,"Austria",122,"High-med tech development"
2018,"Australia",3172,"High tech development"
2018,"Belgium",108,"High-med tech development"
2018,"Bulgaria",4,"Low tech development"
2018,"Brazil",1811,"High tech development"
2018,"Canada",3584,"High tech development"
2018,"Switzerland",76,"Low-med tech development"
2018,"Chile",83,"High-med tech development"
2018,"China",180618,"High tech development"
2018,"Colombia",54,"Low-med tech development"
2018,"Costa Rica",1,"Low tech development"
2018,"Cuba",1,"Low tech development"
2018,"Cyprus",14,"Low tech development"
2018,"Czechia",15,"Low-med tech development"
2018,"Denmark",268,"High-med tech development"
2018,"Dominican Republic",1,"Low tech development"
2018,NA,74,"Low-med tech development"
2018,"Ecuador",6,"Low tech development"
2018,"Estonia",1,"Low tech development"
2018,NA,27132,"High tech development"
2018,"Spain",818,"High tech development"
2018,"Finland",79,"High-med tech development"
2018,"Greece",24,"Low-med tech development"
2018,"Hong Kong SAR China",278,"High-med tech development"
2018,"Croatia",23,"Low-med tech development"
2018,"Hungary",114,"High-med tech development"
2018,"Ireland",19,"Low-med tech development"
2018,"Israel",586,"High tech development"
2018,"India",3,"Low tech development"
2018,"Italy",363,"High-med tech development"
2018,"Jordan",1,"Low tech development"
2018,"Japan",20255,"High tech development"
2018,"South Korea",24270,"High tech development"
2018,"Lithuania",24,"Low-med tech development"
2018,"Luxembourg",35,"Low-med tech development"
2018,"Latvia",1,"Low tech development"
2018,"Morocco",43,"Low-med tech development"
2018,"Montenegro",2,"Low tech development"
2018,"Mexico",983,"High tech development"
2018,"Malaysia",171,"High-med tech development"
2018,"Netherlands",98,"High-med tech development"
2018,"Norway",156,"High-med tech development"
2018,"New Zealand",57,"Low-med tech development"
2018,"Peru",7,"Low tech development"
2018,"Philippines",141,"High-med tech development"
2018,"Poland",198,"High-med tech development"
2018,"Portugal",90,"High-med tech development"
2018,"Romania",4,"Low tech development"
2018,"Serbia",9,"Low tech development"
2018,"Russia",3201,"High tech development"
2018,"Saudi Arabia",17,"Low-med tech development"
2018,"Sweden",110,"High-med tech development"
2018,"Singapore",876,"High tech development"
2018,"Slovenia",32,"Low-med tech development"
2018,"Slovakia",3,"Low tech development"
2018,"Tunisia",3,"Low tech development"
2018,"Turkey",133,"High-med tech development"
2018,"Taiwan",6319,"High tech development"
2018,"Ukraine",27,"Low-med tech development"
2018,"United States",109179,"High tech development"
2018,"Uruguay",3,"Low tech development"
2018,NA,26415,"High tech development"
2018,"South Africa",73,"Low-med tech development"
2019,"Argentina",42,"Low-med tech development"
2019,"Austria",101,"High-med tech development"
2019,"Australia",3679,"High tech development"
2019,"Belgium",113,"High-med tech development"
2019,"Bulgaria",4,"Low tech development"
2019,"Brazil",1710,"High tech development"
2019,"Canada",3696,"High tech development"
2019,"Switzerland",56,"Low-med tech development"
2019,"Chile",76,"High-med tech development"
2019,"China",217346,"High tech development"
2019,"Colombia",55,"Low-med tech development"
2019,"Costa Rica",4,"Low tech development"
2019,"Cuba",1,"Low tech development"
2019,"Cyprus",6,"Low tech development"
2019,"Czechia",59,"Low-med tech development"
2019,"Denmark",351,"High-med tech development"
2019,"Dominican Republic",7,"Low tech development"
2019,NA,121,"High-med tech development"
2019,"Ecuador",15,"Low-med tech development"
2019,NA,29497,"High tech development"
2019,"Spain",742,"High tech development"
2019,"Finland",62,"Low-med tech development"
2019,"Greece",22,"Low-med tech development"
2019,"Hong Kong SAR China",337,"High-med tech development"
2019,"Croatia",18,"Low-med tech development"
2019,"Hungary",116,"High-med tech development"
2019,"Ireland",4,"Low tech development"
2019,"Israel",559,"High tech development"
2019,"India",12,"Low tech development"
2019,"Italy",338,"High-med tech development"
2019,"Jordan",8,"Low tech development"
2019,"Japan",21860,"High tech development"
2019,"South Korea",28293,"High tech development"
2019,"Lithuania",27,"Low-med tech development"
2019,"Luxembourg",38,"Low-med tech development"
2019,"Morocco",53,"Low-med tech development"
2019,"Moldova",2,"Low tech development"
2019,"Montenegro",1,"Low tech development"
2019,"Mexico",952,"High tech development"
2019,"Malaysia",127,"High-med tech development"
2019,"Nicaragua",4,"Low tech development"
2019,"Netherlands",60,"Low-med tech development"
2019,"Norway",75,"High-med tech development"
2019,"New Zealand",42,"Low-med tech development"
2019,"Peru",31,"Low-med tech development"
2019,"Philippines",294,"High-med tech development"
2019,"Poland",247,"High-med tech development"
2019,"Portugal",77,"High-med tech development"
2019,"Romania",8,"Low tech development"
2019,"Serbia",13,"Low tech development"
2019,"Russia",2547,"High tech development"
2019,"Saudi Arabia",16,"Low-med tech development"
2019,"Sweden",123,"High-med tech development"
2019,"Singapore",927,"High tech development"
2019,"Slovenia",35,"Low-med tech development"
2019,"Slovakia",3,"Low tech development"
2019,"El Salvador",1,"Low tech development"
2019,"Tunisia",5,"Low tech development"
2019,"Turkey",222,"High-med tech development"
2019,"Taiwan",6697,"High tech development"
2019,"Ukraine",14,"Low-med tech development"
2019,"United States",126965,"High tech development"
2019,"Uruguay",5,"Low tech development"
2019,NA,29678,"High tech development"
2019,"South Africa",203,"High-med tech development"
2020,"Argentina",44,"Low-med tech development"
2020,"Austria",92,"High-med tech development"
2020,"Australia",3843,"High tech development"
2020,"Belgium",126,"High-med tech development"
2020,"Bulgaria",2,"Low tech development"
2020,"Brazil",1528,"High tech development"
2020,"Canada",4155,"High tech development"
2020,"Switzerland",63,"Low-med tech development"
2020,"Chile",52,"Low-med tech development"
2020,"China",288735,"High tech development"
2020,"Colombia",65,"Low-med tech development"
2020,"Costa Rica",5,"Low tech development"
2020,"Cuba",1,"Low tech development"
2020,"Cyprus",12,"Low tech development"
2020,"Czechia",64,"Low-med tech development"
2020,"Denmark",301,"High-med tech development"
2020,"Dominican Republic",1,"Low tech development"
2020,NA,141,"High-med tech development"
2020,"Ecuador",6,"Low tech development"
2020,NA,29986,"High tech development"
2020,"Spain",965,"High tech development"
2020,"Finland",88,"High-med tech development"
2020,"Georgia",1,"Low tech development"
2020,"Greece",13,"Low-med tech development"
2020,"Hong Kong SAR China",16,"Low-med tech development"
2020,"Croatia",14,"Low-med tech development"
2020,"Hungary",107,"High-med tech development"
2020,"Ireland",11,"Low tech development"
2020,"Israel",645,"High tech development"
2020,"India",3,"Low tech development"
2020,"Italy",318,"High-med tech development"
2020,"Jordan",2,"Low tech development"
2020,"Japan",22662,"High tech development"
2020,"South Korea",32037,"High tech development"
2020,"Lithuania",21,"Low-med tech development"
2020,"Luxembourg",56,"Low-med tech development"
2020,"Morocco",54,"Low-med tech development"
2020,"Monaco",1,"Low tech development"
2020,"Moldova",1,"Low tech development"
2020,"Mexico",343,"High tech development"
2020,"Malaysia",298,"High-med tech development"
2020,"Nicaragua",1,"Low tech development"
2020,"Netherlands",76,"High-med tech development"
2020,"Norway",74,"High-med tech development"
2020,"New Zealand",71,"High-med tech development"
2020,"Peru",30,"Low-med tech development"
2020,"Philippines",208,"High-med tech development"
2020,"Poland",271,"High-med tech development"
2020,"Portugal",123,"High-med tech development"
2020,"Romania",10,"Low tech development"
2020,"Serbia",17,"Low-med tech development"
2020,"Russia",1972,"High tech development"
2020,"Saudi Arabia",19,"Low-med tech development"
2020,"Sweden",181,"High-med tech development"
2020,"Singapore",1413,"High tech development"
2020,"Slovenia",29,"Low-med tech development"
2020,"Slovakia",10,"Low tech development"
2020,"Tunisia",6,"Low tech development"
2020,"Turkey",40,"Low-med tech development"
2020,"Taiwan",7079,"High tech development"
2020,"Ukraine",13,"Low-med tech development"
2020,"United States",130427,"High tech development"
2020,"Uruguay",5,"Low tech development"
2020,NA,33131,"High tech development"
2020,"South Africa",140,"High-med tech development"
2021,"Argentina",79,"Low-med tech development"
2021,"Austria",92,"High-med tech development"
2021,"Australia",5048,"High tech development"
2021,"Belgium",91,"High-med tech development"
2021,"Bulgaria",3,"Low tech development"
2021,"Brazil",1939,"High tech development"
2021,"Canada",4121,"High tech development"
2021,"Switzerland",73,"Low-med tech development"
2021,"Chile",49,"Low-med tech development"
2021,"China",367131,"High tech development"
2021,"Colombia",48,"Low-med tech development"
2021,"Costa Rica",5,"Low tech development"
2021,"Cyprus",11,"Low tech development"
2021,"Czechia",72,"Low-med tech development"
2021,"Denmark",274,"High-med tech development"
2021,"Dominican Republic",5,"Low tech development"
2021,NA,143,"High-med tech development"
2021,"Ecuador",8,"Low tech development"
2021,"Estonia",1,"Low tech development"
2021,NA,29654,"High tech development"
2021,"Spain",1148,"High tech development"
2021,"Finland",78,"Low-med tech development"
2021,"Georgia",1,"Low tech development"
2021,"Greece",17,"Low tech development"
2021,"Hong Kong SAR China",1,"Low tech development"
2021,"Croatia",35,"Low-med tech development"
2021,"Hungary",86,"Low-med tech development"
2021,"Ireland",7,"Low tech development"
2021,"Israel",744,"High tech development"
2021,"India",3,"Low tech development"
2021,"Italy",391,"High-med tech development"
2021,"Jordan",2,"Low tech development"
2021,"Japan",27062,"High tech development"
2021,"South Korea",36771,"High tech development"
2021,"Lithuania",46,"Low-med tech development"
2021,"Luxembourg",121,"High-med tech development"
2021,"Morocco",54,"Low-med tech development"
2021,"Mexico",451,"High-med tech development"
2021,"Malaysia",321,"High-med tech development"
2021,"Nicaragua",4,"Low tech development"
2021,"Netherlands",165,"High-med tech development"
2021,"Norway",90,"Low-med tech development"
2021,"New Zealand",90,"High-med tech development"
2021,"Peru",34,"Low-med tech development"
2021,"Philippines",221,"High-med tech development"
2021,"Poland",284,"High-med tech development"
2021,"Portugal",128,"High-med tech development"
2021,"Romania",19,"Low tech development"
2021,"Serbia",25,"Low-med tech development"
2021,"Russia",1610,"High tech development"
2021,"Saudi Arabia",26,"Low-med tech development"
2021,"Sweden",115,"High-med tech development"
2021,"Singapore",1458,"High tech development"
2021,"Slovenia",42,"Low-med tech development"
2021,"Slovakia",11,"Low tech development"
2021,"Turkey",122,"High-med tech development"
2021,"Taiwan",7075,"High tech development"
2021,"Ukraine",20,"Low-med tech development"
2021,"United States",129888,"High tech development"
2021,"Uruguay",3,"Low tech development"
2021,NA,34276,"High tech development"
2021,"South Africa",187,"High-med tech development"
2022,"Argentina",74,"Low-med tech development"
2022,"Austria",82,"High-med tech development"
2022,"Australia",3713,"High tech development"
2022,"Belgium",116,"High-med tech development"
2022,"Brazil",1931,"High tech development"
2022,"Canada",3907,"High tech development"
2022,"Switzerland",75,"Low-med tech development"
2022,"Chile",51,"Low-med tech development"
2022,"China",420399,"High tech development"
2022,"Colombia",49,"Low-med tech development"
2022,"Costa Rica",6,"Low tech development"
2022,"Cuba",5,"Low tech development"
2022,"Cyprus",24,"Low-med tech development"
2022,"Czechia",55,"Low-med tech development"
2022,"Denmark",238,"High-med tech development"
2022,"Dominican Republic",2,"Low tech development"
2022,NA,39,"Low-med tech development"
2022,"Ecuador",4,"Low tech development"
2022,NA,31328,"High tech development"
2022,"Spain",950,"High tech development"
2022,"Finland",116,"High-med tech development"
2022,"Greece",19,"Low tech development"
2022,"Croatia",19,"Low-med tech development"
2022,"Hungary",82,"High-med tech development"
2022,"Ireland",11,"Low tech development"
2022,"Israel",850,"High tech development"
2022,"India",1,"Low tech development"
2022,"Italy",443,"High-med tech development"
2022,"Jordan",3,"Low tech development"
2022,"Japan",29608,"High tech development"
2022,"South Korea",38742,"High tech development"
2022,"Lithuania",27,"Low-med tech development"
2022,"Luxembourg",229,"High-med tech development"
2022,"Latvia",5,"Low tech development"
2022,"Morocco",33,"Low-med tech development"
2022,"Moldova",1,"Low tech development"
2022,"Mexico",551,"High tech development"
2022,"Malaysia",255,"High-med tech development"
2022,"Netherlands",284,"High-med tech development"
2022,"Norway",96,"High-med tech development"
2022,"New Zealand",78,"Low-med tech development"
2022,"Peru",30,"Low-med tech development"
2022,"Philippines",12,"Low tech development"
2022,"Poland",254,"High-med tech development"
2022,"Portugal",111,"High-med tech development"
2022,"Romania",21,"Low-med tech development"
2022,"Serbia",11,"Low tech development"
2022,"Russia",578,"High tech development"
2022,"Saudi Arabia",51,"Low-med tech development"
2022,"Sweden",129,"High-med tech development"
2022,"Slovenia",27,"Low-med tech development"
2022,"Slovakia",7,"Low tech development"
2022,"Tunisia",2,"Low tech development"
2022,"Turkey",102,"High-med tech development"
2022,"Taiwan",7363,"High tech development"
2022,"Ukraine",17,"Low tech development"
2022,"United States",134689,"High tech development"
2022,"Uruguay",6,"Low tech development"
2022,NA,36373,"High tech development"
2022,"South Africa",354,"High-med tech development"
2023,"Argentina",50,"Low-med tech development"
2023,"Austria",98,"High-med tech development"
2023,"Australia",3835,"High tech development"
2023,"Belgium",127,"High-med tech development"
2023,"Bulgaria",4,"Low tech development"
2023,"Brazil",1150,"High tech development"
2023,"Canada",3843,"High tech development"
2023,"Switzerland",80,"High-med tech development"
2023,"Chile",77,"Low-med tech development"
2023,"China",325961,"High tech development"
2023,"Colombia",40,"Low-med tech development"
2023,"Costa Rica",4,"Low tech development"
2023,"Cyprus",7,"Low tech development"
2023,"Czechia",45,"Low-med tech development"
2023,"Denmark",164,"High-med tech development"
2023,"Dominican Republic",4,"Low tech development"
2023,"Ecuador",5,"Low tech development"
2023,"Estonia",1,"Low tech development"
2023,NA,33480,"High tech development"
2023,"Spain",630,"High tech development"
2023,"Finland",196,"High-med tech development"
2023,"Georgia",1,"Low tech development"
2023,"Greece",28,"Low-med tech development"
2023,"Croatia",19,"Low-med tech development"
2023,"Hungary",80,"High-med tech development"
2023,"Ireland",15,"Low tech development"
2023,"Israel",1017,"High tech development"
2023,"Italy",422,"High-med tech development"
2023,"Jordan",2,"Low tech development"
2023,"Japan",28589,"High tech development"
2023,"South Korea",39047,"High tech development"
2023,"Lithuania",17,"Low-med tech development"
2023,"Luxembourg",272,"High-med tech development"
2023,"Latvia",3,"Low tech development"
2023,"Morocco",14,"Low tech development"
2023,"Moldova",1,"Low tech development"
2023,"Mexico",467,"High tech development"
2023,"Malaysia",151,"High-med tech development"
2023,"Netherlands",331,"High-med tech development"
2023,"Norway",64,"Low-med tech development"
2023,"New Zealand",64,"Low-med tech development"
2023,"Peru",23,"Low-med tech development"
2023,"Poland",214,"High-med tech development"
2023,"Portugal",85,"High-med tech development"
2023,"Romania",25,"Low-med tech development"
2023,"Serbia",17,"Low-med tech development"
2023,"Saudi Arabia",53,"Low-med tech development"
2023,"Sweden",126,"High-med tech development"
2023,"Slovenia",23,"Low-med tech development"
2023,"Slovakia",1,"Low tech development"
2023,"Tunisia",1,"Low tech development"
2023,"Taiwan",7122,"High tech development"
2023,"Ukraine",9,"Low tech development"
2023,"United States",134629,"High tech development"
2023,NA,34796,"High tech development"
2023,"South Africa",258,"High-med tech development"
2024,"Argentina",29,"Low-med tech development"
2024,"Austria",40,"Low-med tech development"
2024,"Australia",2704,"High tech development"
2024,"Belgium",68,"High-med tech development"
2024,"Brazil",290,"High tech development"
2024,"Canada",1131,"High tech development"
2024,"Switzerland",30,"Low-med tech development"
2024,"Chile",25,"Low-med tech development"
2024,"China",227991,"High tech development"
2024,"Colombia",29,"Low-med tech development"
2024,"Costa Rica",1,"Low tech development"
2024,"Czechia",16,"Low-med tech development"
2024,"Denmark",102,"High-med tech development"
2024,"Dominican Republic",3,"Low tech development"
2024,"Ecuador",6,"Low tech development"
2024,"Estonia",1,"Low tech development"
2024,NA,26227,"High tech development"
2024,"Spain",635,"High tech development"
2024,"Finland",134,"High-med tech development"
2024,"Greece",12,"Low-med tech development"
2024,"Croatia",18,"Low-med tech development"
2024,"Hungary",75,"High-med tech development"
2024,"Ireland",7,"Low tech development"
2024,"Israel",853,"High tech development"
2024,"Italy",86,"High-med tech development"
2024,"Japan",17435,"High tech development"
2024,"South Korea",24647,"High tech development"
2024,"Lithuania",8,"Low tech development"
2024,"Luxembourg",230,"High-med tech development"
2024,"Latvia",1,"Low tech development"
2024,"Morocco",3,"Low tech development"
2024,"Moldova",1,"Low tech development"
2024,"Mexico",214,"High-med tech development"
2024,"Malaysia",73,"High-med tech development"
2024,"Netherlands",164,"High-med tech development"
2024,"Norway",41,"Low-med tech development"
2024,"New Zealand",15,"Low-med tech development"
2024,"Peru",16,"Low-med tech development"
2024,"Poland",269,"High-med tech development"
2024,"Portugal",39,"Low-med tech development"
2024,"Romania",8,"Low tech development"
2024,"Serbia",12,"Low-med tech development"
2024,"Saudi Arabia",88,"High-med tech development"
2024,"Sweden",80,"High-med tech development"
2024,"Slovenia",6,"Low tech development"
2024,"Slovakia",2,"Low tech development"
2024,"Taiwan",2584,"High tech development"
2024,"Ukraine",6,"Low tech development"
2024,"United States",94491,"High tech development"
2024,NA,20713,"High tech development"
2024,"South Africa",147,"High-med tech development"
1879,"European States (Germany + UK + France)",2,"Low tech development"
1881,"European States (Germany + UK + France)",2,"Low tech development"
1883,"European States (Germany + UK + France)",2,"Low tech development"
1884,"European States (Germany + UK + France)",4,"Low tech development"
1885,"European States (Germany + UK + France)",1,"Low tech development"
1886,"European States (Germany + UK + France)",2,"Low tech development"
1887,"European States (Germany + UK + France)",2,"Low tech development"
1888,"European States (Germany + UK + France)",1,"Low tech development"
1889,"European States (Germany + UK + France)",2,"Low tech development"
1890,"European States (Germany + UK + France)",1,"Low tech development"
1891,"European States (Germany + UK + France)",3,"Low-med tech development"
1892,"European States (Germany + UK + France)",2,"Low tech development"
1893,"European States (Germany + UK + France)",2,"Low-med tech development"
1894,"European States (Germany + UK + France)",2,"Low tech development"
1896,"European States (Germany + UK + France)",3,"Low tech development"
1897,"European States (Germany + UK + France)",5,"Low tech development"
1898,"European States (Germany + UK + France)",2,"Low-med tech development"
1899,"European States (Germany + UK + France)",6,"Low tech development"
1900,"European States (Germany + UK + France)",116,"High-med tech development"
1901,"European States (Germany + UK + France)",10,"Low-med tech development"
1902,"European States (Germany + UK + France)",39,"Low tech development"
1903,"European States (Germany + UK + France)",162,"Low-med tech development"
1904,"European States (Germany + UK + France)",151,"Low tech development"
1905,"European States (Germany + UK + France)",130,"Low tech development"
1906,"European States (Germany + UK + France)",171,"Low-med tech development"
1907,"European States (Germany + UK + France)",149,"Low-med tech development"
1908,"European States (Germany + UK + France)",161,"Low-med tech development"
1909,"European States (Germany + UK + France)",208,"Low-med tech development"
1910,"European States (Germany + UK + France)",337,"High-med tech development"
1911,"European States (Germany + UK + France)",330,"Low tech development"
1912,"European States (Germany + UK + France)",355,"Low-med tech development"
1913,"European States (Germany + UK + France)",324,"High-med tech development"
1914,"European States (Germany + UK + France)",294,"High-med tech development"
1915,"European States (Germany + UK + France)",195,"High-med tech development"
1916,"European States (Germany + UK + France)",139,"High-med tech development"
1917,"European States (Germany + UK + France)",120,"Low-med tech development"
1918,"European States (Germany + UK + France)",121,"Low-med tech development"
1919,"European States (Germany + UK + France)",204,"Low-med tech development"
1920,"European States (Germany + UK + France)",481,"High-med tech development"
1921,"European States (Germany + UK + France)",738,"High tech development"
1922,"European States (Germany + UK + France)",866,"High tech development"
1923,"European States (Germany + UK + France)",885,"High tech development"
1924,"European States (Germany + UK + France)",810,"High tech development"
1925,"European States (Germany + UK + France)",688,"High tech development"
1926,"European States (Germany + UK + France)",642,"High tech development"
1927,"European States (Germany + UK + France)",627,"High tech development"
1928,"European States (Germany + UK + France)",667,"High tech development"
1929,"European States (Germany + UK + France)",915,"High tech development"
1930,"European States (Germany + UK + France)",1370,"High tech development"
1931,"European States (Germany + UK + France)",1408,"High tech development"
1932,"European States (Germany + UK + France)",1372,"High tech development"
1933,"European States (Germany + UK + France)",1191,"High tech development"
1934,"European States (Germany + UK + France)",970,"High tech development"
1935,"European States (Germany + UK + France)",948,"High tech development"
1936,"European States (Germany + UK + France)",818,"High tech development"
1937,"European States (Germany + UK + France)",868,"High tech development"
1938,"European States (Germany + UK + France)",939,"High tech development"
1939,"European States (Germany + UK + France)",948,"High tech development"
1940,"European States (Germany + UK + France)",791,"High tech development"
1941,"European States (Germany + UK + France)",684,"High-med tech development"
1942,"European States (Germany + UK + France)",620,"High-med tech development"
1943,"European States (Germany + UK + France)",666,"High tech development"
1944,"European States (Germany + UK + France)",380,"High-med tech development"
1945,"European States (Germany + UK + France)",346,"High-med tech development"
1946,"European States (Germany + UK + France)",386,"High tech development"
1947,"European States (Germany + UK + France)",463,"High tech development"
1948,"European States (Germany + UK + France)",594,"High tech development"
1949,"European States (Germany + UK + France)",684,"High tech development"
1950,"European States (Germany + UK + France)",687,"High-med tech development"
1951,"European States (Germany + UK + France)",1345,"High tech development"
1952,"European States (Germany + UK + France)",1626,"High tech development"
1953,"European States (Germany + UK + France)",2022,"High tech development"
1954,"European States (Germany + UK + France)",1787,"High tech development"
1955,"European States (Germany + UK + France)",1545,"High tech development"
1956,"European States (Germany + UK + France)",1486,"High tech development"
1957,"European States (Germany + UK + France)",2117,"High tech development"
1958,"European States (Germany + UK + France)",2093,"High tech development"
1959,"European States (Germany + UK + France)",2216,"High tech development"
1960,"European States (Germany + UK + France)",3332,"High tech development"
1961,"European States (Germany + UK + France)",2842,"High tech development"
1962,"European States (Germany + UK + France)",2852,"High tech development"
1963,"European States (Germany + UK + France)",2651,"High tech development"
1964,"European States (Germany + UK + France)",2916,"High tech development"
1965,"European States (Germany + UK + France)",3376,"High tech development"
1966,"European States (Germany + UK + France)",3185,"High tech development"
1967,"European States (Germany + UK + France)",3523,"High tech development"
1968,"European States (Germany + UK + France)",4142,"High tech development"
1969,"European States (Germany + UK + France)",5248,"High tech development"
1970,"European States (Germany + UK + France)",7019,"High tech development"
1971,"European States (Germany + UK + France)",7336,"High tech development"
1972,"European States (Germany + UK + France)",6324,"High tech development"
1973,"European States (Germany + UK + France)",6537,"High tech development"
1974,"European States (Germany + UK + France)",6763,"High tech development"
1975,"European States (Germany + UK + France)",6076,"High tech development"
1976,"European States (Germany + UK + France)",6518,"High tech development"
1977,"European States (Germany + UK + France)",6059,"High tech development"
1978,"European States (Germany + UK + France)",6716,"High tech development"
1979,"European States (Germany + UK + France)",6729,"High tech development"
1980,"European States (Germany + UK + France)",6482,"High tech development"
1981,"European States (Germany + UK + France)",5583,"High tech development"
1982,"European States (Germany + UK + France)",6380,"High tech development"
1983,"European States (Germany + UK + France)",6523,"High tech development"
1984,"European States (Germany + UK + France)",6315,"High tech development"
1985,"European States (Germany + UK + France)",6493,"High tech development"
1986,"European States (Germany + UK + France)",6035,"High tech development"
1987,"European States (Germany + UK + France)",5952,"High tech development"
1988,"European States (Germany + UK + France)",5920,"High tech development"
1989,"European States (Germany + UK + France)",6036,"High tech development"
1990,"European States (Germany + UK + France)",6166,"High tech development"
1991,"European States (Germany + UK + France)",6231,"High tech development"
1992,"European States (Germany + UK + France)",6669,"High tech development"
1993,"European States (Germany + UK + France)",7903,"High tech development"
1994,"European States (Germany + UK + France)",8992,"High tech development"
1995,"European States (Germany + UK + France)",9342,"High tech development"
1996,"European States (Germany + UK + France)",10039,"High tech development"
1997,"European States (Germany + UK + France)",10678,"High tech development"
1998,"European States (Germany + UK + France)",10966,"High tech development"
1999,"European States (Germany + UK + France)",11561,"High tech development"
2000,"European States (Germany + UK + France)",11713,"High tech development"
2001,"European States (Germany + UK + France)",11913,"High tech development"
2002,"European States (Germany + UK + France)",15219,"High tech development"
2003,"European States (Germany + UK + France)",15645,"High tech development"
2004,"European States (Germany + UK + France)",14812,"High tech development"
2005,"European States (Germany + UK + France)",13871,"High tech development"
2006,"European States (Germany + UK + France)",14930,"High tech development"
2007,"European States (Germany + UK + France)",13800,"High tech development"
2008,"European States (Germany + UK + France)",12538,"High tech development"
2009,"European States (Germany + UK + France)",10726,"High tech development"
2010,"European States (Germany + UK + France)",9788,"High tech development"
2011,"European States (Germany + UK + France)",7871,"High tech development"
2012,"European States (Germany + UK + France)",7833,"High tech development"
2013,"European States (Germany + UK + France)",8589,"High tech development"
2014,"European States (Germany + UK + France)",9538,"High tech development"
2015,"European States (Germany + UK + France)",9055,"High tech development"
2016,"European States (Germany + UK + France)",9073,"High tech development"
2017,"European States (Germany + UK + France)",10007,"High tech development"
2018,"European States (Germany + UK + France)",10600,"High tech development"
2019,"European States (Germany + UK + France)",10485,"High tech development"
2020,"European States (Germany + UK + France)",11425,"High tech development"
2021,"European States (Germany + UK + France)",12499,"High tech development"
2022,"European States (Germany + UK + France)",13152,"High tech development"
2023,"European States (Germany + UK + France)",12029,"High tech development"
2024,"European States (Germany + UK + France)",7616,"High tech development"
