period,reporterDesc,totexports_fobvalue,import_count_tech_cap,export_count_tech_cap,import_count_tech_cap_china,export_count_tech_cap_china,import_count_tech_cap_usa,export_count_tech_cap_usa,most_frequent_imp_partner,most_frequent_exp_partner,Region,IDIT,IDIT_China,IDIT_USA
1993,Thailand,4479672029,11433,9842,555,333,629,370,Japan,Singapore,South-Eastern Asia,13.915857605177994,40,41.17647058823529
1993,Trinidad and Tobago,26803614,3071,1258,37,37,629,111,USA,"Areas, nes",Caribbean,59.036144578313255,0,82.35294117647058
1993,Tunisia,159254956,8695,1110,185,0,518,0,France,Libya,Northern Africa,87.2340425531915,100,100
1993,Türkiye,1252093690,10656,7955,111,0,592,37,Germany,"Areas, nes",Western Asia,25.34722222222222,100,93.75
1993,USA,392857493589,18648,65268,555,666,0,0,Canada,Australia,Northern America,-250,-20,NA
1993,United Arab Emirates,0,5402,0,185,0,333,0,United Kingdom,NA,Western Asia,100,100,100
1993,United Kingdom,168579013498,21719,64972,185,592,703,703,Germany,Canada,Northern Europe,-199.1482112436116,-220.00000000000003,0
1993,Vanuatu,0,1961,0,37,0,74,0,Australia,NA,Melanesia,100,100,100
1994,Algeria,93684370,5994,259,185,0,518,0,France,Morocco,Northern Africa,95.67901234567901,100,100
1994,Argentina,8539208836,12247,5143,333,37,703,296,Germany,Uruguay,South America,58.006042296072515,88.88888888888889,57.89473684210527
1994,Australia,8578808419,13764,22348,444,555,666,629,United Kingdom,New Zealand,Australia and New Zealand,-62.365591397849464,-25,5.555555555555555
1994,Austria,49661126718,14541,26825,296,222,555,481,Germany,Germany,Western Europe,-84.47837150127226,25,13.333333333333334
1994,Bangladesh,19399951,0,222,0,74,0,0,NA,China,Southern Asia,NA,NA,NA
1994,Belize,43278752,2812,518,111,0,555,222,USA,USA,Central America,81.57894736842105,100,60
1994,Bhutan,0,1480,0,0,0,74,0,India,NA,Southern Asia,100,NA,100
1994,Bolivia (Plurinational State of),207253613,7622,814,259,0,555,37,Brazil,Argentina,South America,89.32038834951457,100,93.33333333333333
1994,Brazil,45844277499,10138,20165,296,74,703,518,USA,Paraguay,South America,-98.90510948905109,75,26.31578947368421
1994,Brunei Darussalam,0,4810,0,185,0,407,0,Singapore,NA,South-Eastern Asia,100,100,100
1994,Burundi,754800,2183,37,111,0,74,0,Belgium-Luxembourg (...1998),Belgium-Luxembourg (...1998),Eastern Africa,98.30508474576271,100,100
1994,Canada,348269708932,13579,26270,407,592,703,703,USA,USA,Northern America,-93.46049046321527,-45.45454545454545,0
1994,Central African Rep.,21069058,1924,333,37,0,111,0,France,France,Middle Africa,82.6923076923077,100,100
1994,Chile,1946305857,11914,3034,407,0,629,74,Italy,Peru,South America,74.53416149068323,100,88.23529411764706
1994,China,10238227117,16280,28638,0,0,666,555,Germany,"China, Hong Kong SAR",Eastern Asia,-75.9090909090909,NA,16.666666666666664
1994,"China, Hong Kong SAR",36013985002,9546,7770,592,666,592,259,Germany,China,Eastern Asia,18.6046511627907,-12.5,56.25
1994,"China, Macao SAR",96469064,2072,555,185,259,185,0,Japan,China,Eastern Asia,73.21428571428571,-40,100
1994,Colombia,863118351,10249,3145,259,0,703,259,USA,Ecuador,South America,69.31407942238266,100,63.1578947368421
1994,Congo,6026449,1924,444,0,0,185,37,France,Angola,Middle Africa,76.92307692307693,NA,80
1994,Costa Rica,84091713,7400,2035,148,0,666,185,USA,Panama,Central America,72.5,100,72.22222222222221
1994,Croatia,393488377,8029,4847,37,0,333,111,Germany,Bosnia Herzegovina,Southern Europe,39.63133640552996,100,66.66666666666666
1994,Cyprus,329610060,7918,2294,111,0,481,0,United Kingdom,Greece,Western Asia,71.02803738317756,100,100
1994,Czechia,13287840451,12395,18611,37,148,592,481,Austria,Slovakia,Eastern Europe,-50.14925373134328,-300,18.75
1994,Denmark,31467182504,11544,34077,185,222,518,592,Sweden,Norway,Northern Europe,-195.19230769230768,-20,-14.285714285714285
1994,Dominica,3952340,1295,148,0,0,444,37,USA,Guadeloupe (Overseas France),Caribbean,88.57142857142857,NA,91.66666666666666
1994,Ecuador,282367239,10064,629,74,0,666,111,USA,Colombia,South America,93.75,100,83.33333333333334
1994,Egypt,8568460,8917,777,333,0,592,0,Germany,Saudi Arabia,Northern Africa,91.28630705394191,100,100
1994,El Salvador,16725369,5032,888,148,0,666,37,USA,Costa Rica,Central America,82.35294117647058,100,94.44444444444444
1994,Finland,29980975791,11100,26196,259,333,518,555,Sweden,Norway,Northern Europe,-136,-28.57142857142857,-7.142857142857142
1994,France,191279210467,17982,56758,333,518,592,592,Germany,Germany,Western Europe,-215.6378600823045,-55.55555555555556,0
1994,Gabon,25200996,3367,851,37,0,370,74,France,"Areas, nes",Middle Africa,74.72527472527473,100,80
1994,Germany,435198587112,21904,66230,444,629,703,666,Austria,Austria,Western Europe,-202.36486486486487,-41.66666666666667,5.263157894736842
1994,Greece,563117319,12284,7215,259,0,629,74,Germany,Cyprus,Southern Europe,41.265060240963855,100,88.23529411764706
1994,Greenland,7455056,1702,148,0,0,0,0,Denmark,Denmark,Northern America,91.30434782608695,NA,NA
1994,Grenada,809412,1702,111,37,0,481,0,USA,Antigua and Barbuda,Caribbean,93.47826086956522,100,100
1994,Guatemala,18611000,6919,851,74,0,703,37,USA,El Salvador,Central America,87.70053475935828,100,94.73684210526315
1994,Honduras,16130002,6068,925,74,0,666,74,USA,"Areas, nes",Central America,84.7560975609756,100,88.88888888888889
1994,Hungary,3586336000,14134,10064,185,0,629,259,Austria,Austria,Eastern Europe,28.79581151832461,100,58.82352941176471
1994,Iceland,221204981,5920,1036,0,0,518,37,Germany,Norway,Northern Europe,82.5,NA,92.85714285714286
1994,India,2819222067,8843,15392,333,0,629,518,United Kingdom,Bangladesh,Southern Asia,-74.05857740585773,100,17.647058823529413
1994,Indonesia,432228524,13098,2590,592,74,666,148,Japan,Singapore,South-Eastern Asia,80.22598870056498,87.5,77.77777777777779
1994,Ireland,4514936248,11063,7881,111,111,666,444,United Kingdom,United Kingdom,Northern Europe,28.762541806020064,0,33.33333333333333
1994,Italy,172623765216,20794,62678,370,666,703,629,France,Austria,Southern Europe,-201.42348754448398,-80,10.526315789473683
1994,Japan,607134515779,11285,44067,444,666,703,666,Germany,"Other Asia, nes",Eastern Asia,-290.4918032786885,-50,5.263157894736842
1994,Jordan,595228176,7881,2479,259,0,555,37,Italy,"Areas, nes",Western Asia,68.54460093896714,100,93.33333333333333
1994,Latvia,328728794,6364,3885,74,0,185,37,Germany,Russian Federation,Northern Europe,38.95348837209303,100,80
1994,Lithuania,481938357,6697,3848,0,0,74,0,"Areas, nes","Areas, nes",Northern Europe,42.5414364640884,NA,100
1994,Madagascar,5830275,4440,333,259,0,296,0,France,France,Eastern Africa,92.5,100,100
1994,Malawi,85996658,4181,1110,185,37,222,37,Southern African Customs Union (...1999),Southern African Customs Union (...1999),Eastern Africa,73.45132743362832,80,83.33333333333334
1994,Malaysia,2457910222,13764,10286,555,444,703,407,Germany,Singapore,South-Eastern Asia,25.268817204301076,20,42.10526315789473
1994,Malta,23076086,5143,925,0,0,370,0,Italy,United Kingdom,Southern Europe,82.01438848920863,NA,100
1994,Martinique (Overseas France),13621920,3441,851,0,0,370,74,France,France,Caribbean,75.26881720430107,NA,80
1994,Mauritius,99588571,6327,1591,222,0,370,37,France,Madagascar,Eastern Africa,74.85380116959064,100,90
1994,Mexico,36532515841,12913,7918,407,0,703,666,Germany,USA,Central America,38.68194842406877,100,5.263157894736842
1994,Morocco,27549719,7585,666,296,0,518,0,France,France,Northern Africa,91.21951219512195,100,100
1994,Mozambique,62789000,3589,518,0,0,222,0,Southern African Customs Union (...1999),Southern African Customs Union (...1999),Eastern Africa,85.56701030927834,NA,100
1994,Nepal,3477149,3145,518,111,0,74,37,India,"Areas, nes",Southern Asia,83.52941176470588,100,50
1994,Netherlands,99323582587,18278,45621,333,296,629,592,Belgium-Luxembourg (...1998),Belgium-Luxembourg (...1998),Western Europe,-149.59514170040487,11.11111111111111,5.88235294117647
1994,New Zealand,2957254008,10064,13209,333,148,592,407,Australia,Australia,Australia and New Zealand,-31.25,55.55555555555556,31.25
1994,Nicaragua,72791469,5402,1036,74,0,592,148,USA,Costa Rica,Central America,80.82191780821918,100,75
1994,North Macedonia,63503174,5513,1554,0,0,222,0,Germany,Bulgaria,Southern Europe,71.81208053691275,NA,100
1994,Norway,9114135741,11877,15355,111,74,666,481,Germany,Sweden,Northern Europe,-29.283489096573206,33.33333333333333,27.77777777777778
1994,Oman,839021472,6660,1887,111,0,444,0,United Arab Emirates,United Arab Emirates,Western Asia,71.66666666666667,100,100
1994,Paraguay,37268143,6956,256,0,0,481,0,Brazil,Argentina,South America,96.31972397929844,NA,100
1994,Peru,292658484,9731,948,444,0,666,73,USA,"Areas, nes",South America,90.25793854691193,100,89.03903903903904
1994,Poland,9774883000,8214,8031,37,37,370,293,"Areas, nes","Areas, nes",Eastern Europe,2.2279035792549307,0,20.81081081081081
1994,Portugal,14248782881,11248,8312,148,37,555,329,Spain,Angola,Southern Europe,26.102418207681367,75,40.72072072072072
1994,Rep. of Korea,45236412195,11359,20942,444,592,703,629,Germany,Japan,Eastern Asia,-84.36482084690554,-33.33333333333333,10.526315789473683
1994,Rep. of Moldova,321124517,3256,2516,0,0,37,0,Russian Federation,Russian Federation,Eastern Europe,22.727272727272727,NA,100
1994,Romania,2350610000,10878,7178,148,37,444,148,Germany,Germany,Eastern Europe,34.01360544217687,75,66.66666666666666
1994,Saint Kitts and Nevis,21820972,2109,333,0,0,481,148,USA,USA,Caribbean,84.21052631578947,NA,69.23076923076923
1994,Saint Lucia,28664640,1998,703,0,0,592,185,USA,USA,Caribbean,64.81481481481481,NA,68.75
1994,Saint Vincent and the Grenadines,50692516,2146,1073,37,0,481,148,USA,"Areas, nes",Caribbean,50,100,69.23076923076923
1994,Saudi Arabia,1704026749,15133,4625,407,37,703,185,Germany,United Arab Emirates,Western Asia,69.43765281173594,90.9090909090909,73.68421052631578
1994,Seychelles,6088387,3367,148,37,0,148,0,United Kingdom,Southern African Customs Union (...1999),Eastern Africa,95.6043956043956,100,100
1994,Singapore,15144758452,16058,19906,555,592,666,407,Japan,Malaysia,South-Eastern Asia,-23.963133640552993,-6.666666666666667,38.88888888888889
1994,Slovakia,3901511213,10249,8806,74,111,407,111,Czechia,Czechia,Eastern Europe,14.079422382671481,-50,72.72727272727273
1994,Slovenia,1740499277,8325,6401,0,0,370,111,Austria,Croatia,Southern Europe,23.11111111111111,NA,70
1994,Spain,64112271552,14208,30266,222,333,555,629,Italy,Portugal,Southern Europe,-113.02083333333333,-50,-13.333333333333334
1994,Sri Lanka,333526769,8954,1332,481,0,592,74,India,"Areas, nes",Southern Asia,85.12396694214877,100,87.5
1994,Suriname,33779964,1628,370,0,0,259,111,Netherlands,USA,South America,77.27272727272727,NA,57.14285714285714
1994,Sweden,110398501027,13061,37666,259,592,629,629,Finland,Denmark,Northern Europe,-188.38526912181302,-128.57142857142858,0
1994,Switzerland,32205658400,12728,32486,74,296,629,629,France,Austria,Western Europe,-155.2325581395349,-300,0
1994,Thailand,5343301794,11470,10730,407,296,703,407,Japan,"Areas, nes",South-Eastern Asia,6.451612903225806,27.27272727272727,42.10526315789473
1994,Togo,13882585,2368,703,37,0,74,0,France,Ghana,Western Africa,70.3125,100,100
1994,Trinidad and Tobago,20961906,3441,1295,74,0,592,111,USA,"Areas, nes",Caribbean,62.365591397849464,100,81.25
1994,Tunisia,168735910,7955,1628,111,0,407,37,France,"Areas, nes",Northern Africa,79.53488372093022,100,90.9090909090909
1994,Türkiye,2048289512,10434,10804,259,0,518,185,Italy,"Areas, nes",Western Asia,-3.546099290780142,100,64.28571428571429
1994,USA,465997480685,20054,66045,518,666,0,0,Canada,Australia,Northern America,-229.3357933579336,-28.57142857142857,NA
1994,Uganda,18224572,6253,629,111,37,333,0,United Kingdom,Kenya,Eastern Africa,89.94082840236686,66.66666666666666,100
1994,United Kingdom,185442825324,23014,65971,296,518,703,703,Germany,Denmark,Northern Europe,-186.65594855305466,-75,0
1994,Uruguay,88983298,7326,518,111,0,555,0,Brazil,Argentina,South America,92.92929292929293,100,100
1994,Vanuatu,0,2553,0,111,0,148,0,Australia,NA,Melanesia,100,100,100
1994,Venezuela,3836624387,8584,2627,0,0,703,333,USA,Colombia,South America,69.39655172413794,NA,52.63157894736842
1995,Algeria,232319644,6401,551,222,0,370,0,France,France,Northern Africa,91.39197000468677,100,100
1995,Andorra,50437411,2257,437,37,0,148,0,Spain,Spain,Southern Europe,80.63801506424457,100,100
1995,Argentina,17289540782,11581,5624,370,0,703,407,USA,Chile,South America,51.43769968051119,100,42.10526315789473
1995,Australia,11204918643,14319,23014,444,592,703,666,Germany,New Zealand,Australia and New Zealand,-60.72351421188631,-33.33333333333333,5.263157894736842
1995,Austria,68262715805,14652,27491,222,222,592,592,Germany,Germany,Western Europe,-87.62626262626263,0,0
1995,Bangladesh,75087578,6105,148,518,148,444,0,"Areas, nes",China,Southern Asia,97.57575757575758,71.42857142857143,100
1995,Belgium-Luxembourg (...1998),172087104636,14985,37629,296,259,629,518,Germany,Germany,Other,-151.11111111111111,12.5,17.647058823529413
1995,Belize,6634248,2664,370,37,0,592,37,USA,Mexico,Central America,86.11111111111111,100,93.75
1995,Bermuda,0,629,0,0,0,74,0,"Areas, nes",NA,Northern America,100,NA,100
1995,Bolivia (Plurinational State of),331713954,7030,1517,222,0,629,74,Brazil,Argentina,South America,78.42105263157895,100,88.23529411764706
1995,Brazil,42550827801,12247,20387,259,74,703,518,Italy,Uruguay,South America,-66.46525679758308,71.42857142857143,26.31578947368421
1995,Burkina Faso,12136666,4736,444,148,0,296,0,France,Côte d'Ivoire,Western Africa,90.625,100,100
1995,Burundi,259518,2664,74,111,0,185,0,Belgium-Luxembourg (...1998),Egypt,Eastern Africa,97.22222222222221,100,100
1995,Cameroon,84834932,5328,962,148,0,444,37,France,Guinea,Middle Africa,81.94444444444444,100,91.66666666666666
1995,Canada,373823583145,14023,26825,407,407,703,703,United Kingdom,USA,Northern America,-91.2928759894459,0,0
1995,Central African Rep.,58609924,2072,333,37,0,148,0,France,"Areas, nes",Middle Africa,83.92857142857143,100,100
1995,Chad,0,2072,0,37,0,148,0,France,NA,Middle Africa,100,100,100
1995,Chile,2507304260,12543,3219,333,0,629,148,Italy,Argentina,South America,74.33628318584071,100,76.47058823529412
1995,China,15525230007,15836,31931,0,0,703,592,Italy,"China, Hong Kong SAR",Eastern Asia,-101.6355140186916,NA,15.789473684210526
1995,"China, Hong Kong SAR",19506507596,9213,8066,592,666,629,370,Japan,China,Eastern Asia,12.449799196787147,-12.5,41.17647058823529
1995,"China, Macao SAR",238301016,2220,666,111,222,333,0,USA,China,Eastern Asia,70,-100,100
1995,Colombia,1434405603,11137,3478,222,0,703,222,USA,Ecuador,South America,68.77076411960132,100,68.42105263157895
1995,Comoros,411033,555,111,0,0,0,0,France,Madagascar,Eastern Africa,80,NA,NA
1995,Congo,16089672,2109,407,37,0,222,0,France,Angola,Middle Africa,80.7017543859649,100,100
1995,Costa Rica,93193935,8251,2331,74,0,666,222,USA,Panama,Central America,71.74887892376681,100,66.66666666666666
1995,Croatia,482472452,8843,4107,37,0,518,74,Germany,Bosnia Herzegovina,Southern Europe,53.55648535564853,100,85.71428571428571
1995,Cyprus,343325072,8029,2590,111,0,555,0,United Kingdom,"Areas, nes",Western Asia,67.74193548387096,100,100
1995,Czechia,16442638606,12765,19092,111,185,555,296,Germany,Slovakia,Eastern Europe,-49.56521739130435,-66.66666666666666,46.666666666666664
1995,Côte d'Ivoire,142849193,6512,1850,185,0,518,148,France,"Areas, nes",Western Africa,71.5909090909091,100,71.42857142857143
1995,Denmark,37325794842,12136,31968,185,259,666,481,Germany,Germany,Northern Europe,-163.41463414634146,-40,27.77777777777778
1995,Dominica,2423056,1517,296,0,0,481,0,USA,"Areas, nes",Caribbean,80.48780487804879,NA,100
1995,Ecuador,544333899,9583,777,222,0,703,111,USA,Colombia,South America,91.8918918918919,100,84.21052631578947
1995,Egypt,9791236,8658,777,333,0,555,0,Italy,Saudi Arabia,Northern Africa,91.02564102564102,100,100
1995,El Salvador,36650461,5476,888,111,0,703,37,USA,Guatemala,Central America,83.78378378378379,100,94.73684210526315
1995,Estonia,403515895,7326,3996,0,0,333,37,Finland,Finland,Northern Europe,45.45454545454545,NA,88.88888888888889
1995,Ethiopia,0,7622,0,259,0,333,0,Germany,NA,Eastern Africa,100,100,100
1995,Finland,38489122683,11359,24605,259,481,592,629,Germany,Russian Federation,Northern Europe,-116.61237785016287,-85.71428571428571,-6.25
1995,France,286925492295,18722,56758,333,555,703,555,Germany,Belgium-Luxembourg (...1998),Western Europe,-203.16205533596838,-66.66666666666666,21.052631578947366
1995,Gambia,4105594,2516,111,37,0,111,0,"Areas, nes","Areas, nes",Western Africa,95.58823529411765,100,100
1995,Germany,617394171520,22274,65009,370,666,703,666,Austria,Czechia,Western Europe,-191.86046511627907,-80,5.263157894736842
1995,Greece,883564366,12654,6993,222,0,592,74,Germany,Bulgaria,Southern Europe,44.73684210526316,100,87.5
1995,Greenland,2028488,1998,148,0,0,185,0,Denmark,Denmark,Northern America,92.5925925925926,NA,100
1995,Grenada,3634806,1739,185,0,0,629,37,USA,Saint Kitts and Nevis,Caribbean,89.36170212765957,NA,94.11764705882352
1995,Guatemala,63900036,7474,1369,74,0,703,111,USA,Nicaragua,Central America,81.68316831683168,100,84.21052631578947
1995,Guinea,223138601,4070,1332,111,0,333,37,"Areas, nes",France,Western Africa,67.27272727272727,100,88.88888888888889
1995,Honduras,25817712,6179,629,222,0,666,74,USA,El Salvador,Central America,89.82035928143712,100,88.88888888888889
1995,Hungary,4077585000,13098,10323,259,37,407,148,Austria,Germany,Eastern Europe,21.1864406779661,85.71428571428571,63.63636363636363
1995,Iceland,364012845,6475,1258,37,0,444,74,United Kingdom,United Kingdom,Northern Europe,80.57142857142857,100,83.33333333333334
1995,India,3451823869,9287,16909,407,74,629,555,Germany,Sri Lanka,Southern Asia,-82.07171314741036,81.81818181818183,11.76470588235294
1995,Indonesia,4093941183,13579,3589,629,111,666,370,Japan,USA,South-Eastern Asia,73.56948228882834,82.35294117647058,44.44444444444444
1995,Ireland,4824410094,9398,8325,111,74,666,481,United Kingdom,United Kingdom,Northern Europe,11.41732283464567,33.33333333333333,27.77777777777778
1995,Israel,2500386000,9250,8732,148,74,592,333,Germany,"Other Asia, nes",Western Asia,5.6000000000000005,50,43.75
